Sequence,FileName,Start,End,Duration,TotalRecords,TotalInifiniteValues
92,../../data/meterdata/london/block_46.csv,24/04/2025 11:14:48 +02:00,24/04/2025 11:14:49 +02:00,365,1633872,882
93,../../data/meterdata/london/block_91.csv,24/04/2025 11:14:49 +02:00,24/04/2025 11:14:51 +02:00,203,1425984,887
94,../../data/meterdata/london/block_85.csv,24/04/2025 11:14:51 +02:00,24/04/2025 11:14:52 +02:00,186,1408080,828
95,../../data/meterdata/london/block_81.csv,24/04/2025 11:14:52 +02:00,24/04/2025 11:14:53 +02:00,138,1337952,882
96,../../data/meterdata/london/block_95.csv,24/04/2025 11:14:53 +02:00,24/04/2025 11:14:54 +02:00,286,1530720,910
97,../../data/meterdata/london/block_42.csv,24/04/2025 11:14:54 +02:00,24/04/2025 11:14:56 +02:00,284,1534080,900
98,../../data/meterdata/london/block_56.csv,24/04/2025 11:14:56 +02:00,24/04/2025 11:14:57 +02:00,291,1514448,900
99,../../data/meterdata/london/block_57.csv,24/04/2025 11:14:57 +02:00,24/04/2025 11:14:58 +02:00,255,1494432,864
100,../../data/meterdata/london/block_43.csv,24/04/2025 11:14:58 +02:00,24/04/2025 11:14:59 +02:00,273,1525056,900
101,../../data/meterdata/london/block_94.csv,24/04/2025 11:14:59 +02:00,24/04/2025 11:15:01 +02:00,347,1605216,900
102,../../data/meterdata/london/block_80.csv,24/04/2025 11:15:01 +02:00,24/04/2025 11:15:02 +02:00,169,1393968,864
103,../../data/meterdata/london/block_96.csv,24/04/2025 11:15:02 +02:00,24/04/2025 11:15:03 +02:00,303,1545456,905
104,../../data/meterdata/london/block_82.csv,24/04/2025 11:15:03 +02:00,24/04/2025 11:15:04 +02:00,146,1356192,900
105,../../data/meterdata/london/block_69.csv,24/04/2025 11:15:04 +02:00,24/04/2025 11:15:05 +02:00,124,1347168,900
106,../../data/meterdata/london/block_55.csv,24/04/2025 11:15:05 +02:00,24/04/2025 11:15:07 +02:00,298,1462800,900
107,../../data/meterdata/london/block_41.csv,24/04/2025 11:15:07 +02:00,24/04/2025 11:15:08 +02:00,255,1490496,882
108,../../data/meterdata/london/block_40.csv,24/04/2025 11:15:08 +02:00,24/04/2025 11:15:09 +02:00,275,1515408,911
109,../../data/meterdata/london/block_54.csv,24/04/2025 11:15:09 +02:00,24/04/2025 11:15:11 +02:00,251,1504848,900
110,../../data/meterdata/london/block_68.csv,24/04/2025 11:15:11 +02:00,24/04/2025 11:15:12 +02:00,187,1424208,864
111,../../data/meterdata/london/block_83.csv,24/04/2025 11:15:12 +02:00,24/04/2025 11:15:13 +02:00,205,1425840,887
112,../../data/meterdata/london/block_97.csv,24/04/2025 11:15:13 +02:00,24/04/2025 11:15:14 +02:00,296,1535664,900
